,Education,Marital_Status,Income,Kids,Expenses,TotalAcceptedCmp,NumTotalPurchases,Customer_Age,Customer_For,Clusters
861,Post Graduate,Relationship,44602.0,2,292,0,17,55,134,2
862,Post Graduate,Relationship,7500.0,0,15,0,4,37,536,0
863,Post Graduate,Relationship,38683.0,1,341,0,17,35,633,0
864,Post Graduate,Single,49514.0,1,369,0,13,49,194,2
865,Post Graduate,Relationship,57906.0,1,401,0,17,51,383,1
866,Post Graduate,Single,43456.0,1,393,0,17,58,460,1
867,Post Graduate,Single,19485.0,2,10,0,4,38,278,0
868,Post Graduate,Relationship,53172.0,1,486,0,16,46,419,0
869,Post Graduate,Relationship,30545.0,1,69,0,7,45,620,0
870,Post Graduate,Relationship,70123.0,0,1727,2,17,41,274,3
871,Post Graduate,Single,62450.0,1,995,1,16,65,174,4
872,Post Graduate,Relationship,21675.0,1,45,0,10,48,18,0
873,Post Graduate,Single,42395.0,2,182,0,12,43,86,2
874,Post Graduate,Relationship,61346.0,1,989,0,23,46,266,4
875,Post Graduate,Relationship,80812.0,0,1677,3,18,71,285,3
876,Post Graduate,Single,42835.0,2,595,0,23,53,364,1
877,Post Graduate,Relationship,39922.0,1,156,0,9,41,500,0
878,Post Graduate,Single,86424.0,0,1226,0,28,68,85,4
879,Post Graduate,Relationship,17117.0,1,128,0,11,46,528,0
880,Post Graduate,Single,24762.0,1,86,1,9,52,139,0
881,Post Graduate,Relationship,35797.0,1,68,0,7,49,621,0
882,Post Graduate,Single,36627.0,2,16,0,4,49,341,0
883,Post Graduate,Relationship,51111.0,2,55,0,7,43,10,2
884,Post Graduate,Single,86857.0,0,2114,0,22,52,655,3
885,Post Graduate,Relationship,82072.0,0,2018,0,19,54,362,3
886,Post Graduate,Single,46231.0,3,263,0,15,71,580,2
887,Post Graduate,Relationship,42243.0,2,55,0,7,65,200,2
888,Post Graduate,Relationship,51195.0,2,564,0,24,62,454,1
889,Post Graduate,Single,68092.0,0,1281,0,20,46,195,3
890,Post Graduate,Relationship,31814.0,1,83,1,7,51,505,0
891,Post Graduate,Single,51390.0,2,353,0,18,59,659,1
892,Post Graduate,Relationship,76630.0,0,1003,0,25,41,166,3
893,Under Graduate,Single,26868.0,1,14,0,4,33,60,0
894,Post Graduate,Single,48948.0,0,902,1,24,81,513,1
895,Post Graduate,Single,55260.0,1,1139,0,25,52,564,1
896,Post Graduate,Relationship,64090.0,1,797,0,20,68,326,4
897,Post Graduate,Single,78331.0,1,1638,0,25,66,157,4
898,Post Graduate,Relationship,37087.0,1,401,0,17,50,322,0
899,Post Graduate,Single,21846.0,1,84,0,11,38,250,0
900,Post Graduate,Relationship,81320.0,0,928,0,18,66,508,1
901,Post Graduate,Single,54137.0,1,203,0,11,54,317,2
902,Post Graduate,Relationship,66825.0,0,858,0,16,57,350,4
903,Post Graduate,Relationship,57100.0,0,409,0,13,51,207,4
904,Post Graduate,Relationship,58917.0,3,282,0,16,55,462,2
905,Post Graduate,Single,85072.0,0,1423,0,18,47,81,3
906,Post Graduate,Single,86429.0,0,1449,1,18,63,220,3
907,Post Graduate,Single,45684.0,1,28,0,4,53,209,2
908,Post Graduate,Relationship,47889.0,1,67,0,6,50,176,2
909,Post Graduate,Relationship,45921.0,0,199,0,10,38,111,0
910,Post Graduate,Single,78420.0,0,1453,0,22,58,365,3
911,Post Graduate,Relationship,75114.0,0,1253,0,19,32,234,3
912,Post Graduate,Single,52278.0,1,1198,0,31,61,520,1
913,Post Graduate,Relationship,35641.0,1,178,0,10,52,350,0
914,Post Graduate,Single,95529.0,0,1990,1,18,30,573,3
915,Post Graduate,Relationship,62820.0,0,976,0,14,70,414,1
916,Post Graduate,Relationship,73113.0,0,1001,0,15,64,185,4
917,Post Graduate,Relationship,84169.0,0,1919,2,20,42,326,3
918,Post Graduate,Single,42607.0,1,350,0,14,70,224,2
919,Post Graduate,Single,74637.0,0,1650,1,25,70,407,3
920,Post Graduate,Relationship,46015.0,2,46,2,5,69,77,2
921,Post Graduate,Single,72354.0,0,1228,0,19,31,438,3
922,Post Graduate,Single,39858.0,1,95,0,7,55,521,0
923,Post Graduate,Relationship,34469.0,2,62,0,9,76,56,2
924,Post Graduate,Relationship,83033.0,1,1761,1,26,38,42,3
925,Post Graduate,Relationship,24401.0,0,467,0,16,45,667,0
926,Post Graduate,Relationship,77583.0,0,1149,1,19,46,139,3
927,Post Graduate,Single,74116.0,0,2052,1,19,42,181,3
928,Post Graduate,Single,74293.0,0,1127,0,16,31,56,3
929,Post Graduate,Relationship,68397.0,1,1416,0,21,48,224,4
930,Post Graduate,Relationship,79632.0,0,1113,0,20,50,82,4
931,Post Graduate,Single,46107.0,1,125,0,7,35,139,0
932,Post Graduate,Single,64950.0,1,966,1,25,73,686,1
933,Under Graduate,Relationship,25443.0,1,32,0,5,35,554,0
934,Post Graduate,Single,75127.0,0,833,0,19,72,38,4
935,Post Graduate,Relationship,32892.0,1,46,0,8,53,35,2
936,Post Graduate,Relationship,71796.0,0,960,0,17,53,248,4
937,Post Graduate,Relationship,67536.0,1,1829,1,30,54,403,3
938,Post Graduate,Single,55239.0,1,779,0,26,53,350,1
939,Post Graduate,Single,60554.0,1,811,0,23,49,324,1
940,Post Graduate,Single,64831.0,2,1120,0,22,72,384,1
941,Post Graduate,Relationship,56067.0,1,725,0,20,62,344,1
942,Post Graduate,Single,82025.0,0,1187,1,12,41,397,3
943,Post Graduate,Relationship,94384.0,0,2302,3,18,71,482,3
944,Under Graduate,Single,14906.0,0,66,0,9,38,554,0
945,Post Graduate,Relationship,51563.0,0,1250,2,19,37,636,3
946,Post Graduate,Relationship,57937.0,1,683,0,20,42,133,4
947,Post Graduate,Single,68274.0,2,305,0,13,45,272,2
948,Post Graduate,Relationship,39771.0,1,50,0,6,47,205,0
949,Post Graduate,Single,67893.0,1,995,0,16,49,636,1
950,Post Graduate,Relationship,27922.0,1,41,0,6,45,50,0
951,Post Graduate,Relationship,52190.0,2,77,1,9,48,52,2
952,Post Graduate,Single,44051.0,2,171,0,12,51,516,2
953,Post Graduate,Single,42767.0,2,131,0,7,53,414,2
954,Post Graduate,Relationship,46106.0,2,54,0,5,48,49,2
955,Post Graduate,Relationship,16927.0,2,53,0,12,48,504,0
956,Post Graduate,Relationship,59754.0,1,475,0,16,59,575,1
957,Post Graduate,Single,53700.0,1,694,0,22,72,681,1
958,Post Graduate,Relationship,59041.0,2,96,0,8,51,53,2
959,Post Graduate,Single,54237.0,1,361,0,16,67,428,1
960,Post Graduate,Single,70647.0,1,1079,0,26,57,646,1
961,Post Graduate,Single,52597.0,1,578,0,20,62,53,4
962,Post Graduate,Relationship,41021.0,1,64,0,7,55,546,0
963,Post Graduate,Relationship,40233.0,1,149,0,13,49,258,0
964,Post Graduate,Relationship,50183.0,2,231,0,17,44,4,2
965,Post Graduate,Relationship,54753.0,1,728,0,21,65,290,4
966,Post Graduate,Relationship,92955.0,0,1778,2,23,51,314,3
967,Post Graduate,Relationship,33471.0,1,93,0,10,51,625,0
968,Post Graduate,Relationship,34596.0,1,23,0,4,50,442,0
969,Post Graduate,Relationship,44010.0,1,662,0,24,44,624,1
970,Post Graduate,Relationship,84219.0,0,1198,0,18,36,147,3
971,Post Graduate,Relationship,40706.0,3,81,0,11,56,528,2
972,Post Graduate,Relationship,15716.0,1,92,0,10,36,594,0
973,Post Graduate,Single,59052.0,1,491,0,18,65,224,4
974,Post Graduate,Relationship,80573.0,0,1564,0,24,53,623,3
975,Post Graduate,Relationship,83715.0,0,926,0,24,62,146,4
976,Post Graduate,Relationship,82576.0,0,1910,1,19,65,697,3
977,Post Graduate,Relationship,56962.0,3,411,0,21,59,261,2
978,Post Graduate,Relationship,35704.0,2,94,0,9,72,177,2
979,Post Graduate,Relationship,53103.0,1,1085,1,28,70,290,4
980,Post Graduate,Single,46779.0,2,23,0,4,64,352,2
981,Post Graduate,Single,4861.0,0,6,0,0,59,7,0
982,Post Graduate,Single,33462.0,1,54,0,6,45,326,0
983,Post Graduate,Single,63693.0,1,1150,0,29,46,258,4
984,Post Graduate,Relationship,80763.0,0,1415,2,23,74,318,3
985,Post Graduate,Relationship,65352.0,1,405,0,16,50,312,4
986,Post Graduate,Relationship,82170.0,0,1908,0,19,46,216,3
987,Post Graduate,Relationship,75759.0,0,2486,3,26,55,247,3
988,Post Graduate,Single,79689.0,0,1315,0,27,48,413,3
989,Post Graduate,Single,35340.0,2,45,0,7,68,0,2
990,Post Graduate,Single,85683.0,0,1789,4,17,70,100,3
991,Post Graduate,Relationship,24884.0,1,19,0,4,52,577,0
992,Post Graduate,Relationship,42021.0,1,573,1,22,43,667,1
993,Post Graduate,Single,64449.0,1,805,0,24,35,131,4
994,Post Graduate,Single,64587.0,2,108,0,8,70,7,2
995,Post Graduate,Single,34824.0,0,23,0,4,29,95,0
996,Post Graduate,Relationship,75437.0,0,1493,1,23,46,232,3
997,Post Graduate,Relationship,26091.0,2,89,0,9,67,124,2
998,Post Graduate,Relationship,52845.0,1,936,1,25,51,320,4
999,Post Graduate,Single,46086.0,1,343,0,16,68,238,2
1000,Post Graduate,Single,78028.0,1,528,2,20,68,657,1
1001,Post Graduate,Single,95169.0,0,1901,2,12,37,263,3
1002,Post Graduate,Relationship,56337.0,2,724,2,22,43,459,1
1003,Post Graduate,Relationship,22434.0,1,58,0,7,37,501,0
1004,Post Graduate,Relationship,36930.0,1,297,0,16,70,408,2
1005,Post Graduate,Single,36130.0,1,488,1,21,70,512,1
1006,Post Graduate,Relationship,65569.0,1,859,0,23,71,601,1
1007,Post Graduate,Relationship,83844.0,0,1574,1,20,72,413,3
1008,Post Graduate,Relationship,19514.0,2,69,1,10,56,154,2
1009,Post Graduate,Single,36736.0,2,17,0,4,61,415,2
1010,Post Graduate,Relationship,77568.0,1,2194,3,21,45,673,3
1011,Post Graduate,Relationship,49187.0,1,116,0,8,48,169,0
1012,Post Graduate,Single,30168.0,1,279,0,18,46,479,0
1013,Post Graduate,Relationship,34053.0,1,103,0,7,56,657,0
1014,Post Graduate,Relationship,38196.0,2,44,0,9,53,72,2
1015,Post Graduate,Relationship,59412.0,0,406,0,15,73,71,4
1016,Post Graduate,Relationship,70924.0,0,1363,1,20,59,83,4
1017,Post Graduate,Relationship,54165.0,0,236,0,11,55,397,0
1018,Post Graduate,Relationship,32300.0,1,39,0,5,51,542,0
1019,Post Graduate,Single,20180.0,0,137,0,8,48,494,0
1020,Post Graduate,Relationship,34961.0,1,79,0,10,51,10,2
1021,Post Graduate,Relationship,28440.0,1,63,0,6,50,357,0
1022,Post Graduate,Relationship,64504.0,3,1314,0,25,71,482,1
1023,Post Graduate,Relationship,33564.0,1,71,0,6,58,5,2
1024,Post Graduate,Relationship,17345.0,1,58,0,7,46,603,0
1025,Post Graduate,Relationship,56320.0,1,702,0,21,57,447,1
1026,Post Graduate,Single,28647.0,1,94,1,7,46,312,0
1027,Under Graduate,Single,15038.0,1,80,0,7,37,516,0
1028,Post Graduate,Single,32173.0,1,22,0,5,66,332,2
1029,Post Graduate,Relationship,68316.0,1,1211,0,32,60,602,1
1030,Post Graduate,Relationship,74538.0,0,1461,1,22,53,365,3
1031,Post Graduate,Single,91700.0,0,1968,0,20,53,528,3
1032,Post Graduate,Relationship,68695.0,0,1091,0,16,55,4,4
1033,Post Graduate,Relationship,31056.0,1,55,0,5,47,523,0
1034,Post Graduate,Relationship,79593.0,0,1366,1,19,51,48,3
1035,Post Graduate,Single,28071.0,0,313,0,13,44,669,0
1036,Post Graduate,Relationship,37334.0,2,62,0,11,66,123,2
1037,Post Graduate,Single,46423.0,2,92,0,9,52,284,2
1038,Post Graduate,Relationship,37126.0,1,72,1,6,53,91,2
1039,Post Graduate,Relationship,47703.0,1,655,0,21,71,396,1
1040,Post Graduate,Relationship,61180.0,1,704,1,18,65,67,4
1041,Post Graduate,Relationship,38998.0,2,54,0,8,70,603,2
1042,Post Graduate,Single,8028.0,0,178,0,16,33,649,0
1043,Post Graduate,Relationship,76081.0,0,1033,1,14,62,37,4
1044,Post Graduate,Relationship,34728.0,1,36,0,5,38,334,0
1045,Post Graduate,Single,33168.0,1,122,0,10,59,624,0
1046,Post Graduate,Relationship,33585.0,1,122,0,7,58,277,2
1047,Post Graduate,Relationship,77037.0,1,1123,0,27,64,259,4
1048,Post Graduate,Relationship,35196.0,1,497,0,18,40,593,0
1049,Post Graduate,Relationship,44529.0,1,691,1,25,58,359,1
1050,Post Graduate,Relationship,70924.0,0,1363,1,20,59,83,4
1051,Post Graduate,Relationship,28764.0,2,12,1,4,58,24,2
1052,Post Graduate,Relationship,69098.0,0,2440,0,25,75,498,3
1053,Post Graduate,Single,25959.0,2,56,0,7,54,500,0
1054,Post Graduate,Relationship,27100.0,1,37,0,5,41,450,0
1055,Post Graduate,Single,70596.0,0,968,0,21,39,632,1
1056,Post Graduate,Relationship,42557.0,1,270,0,15,50,669,0
1057,Post Graduate,Relationship,53312.0,0,278,0,12,73,324,4
1058,Post Graduate,Single,72228.0,0,1250,0,22,72,579,1
1059,Post Graduate,Relationship,67605.0,0,938,0,17,37,455,3
1060,Post Graduate,Relationship,62845.0,2,1178,1,28,75,636,1
1061,Post Graduate,Relationship,65196.0,2,1155,1,26,66,339,4
1062,Post Graduate,Single,42000.0,0,653,0,20,37,535,0
1063,Post Graduate,Single,35860.0,2,49,1,6,51,41,2
1064,Post Graduate,Relationship,65526.0,1,506,0,17,60,79,4
1065,Post Graduate,Relationship,16860.0,2,38,0,8,63,655,2
1066,Post Graduate,Single,83528.0,0,1650,2,23,32,59,3
1067,Post Graduate,Single,64176.0,1,1826,0,33,59,695,1
1068,Post Graduate,Single,22304.0,0,18,0,4,68,694,0
1069,Post Graduate,Relationship,67023.0,0,906,0,24,46,117,4
1070,Post Graduate,Relationship,32892.0,1,46,0,8,53,35,2
1071,Post Graduate,Relationship,70713.0,1,1477,0,25,58,573,1
1072,Post Graduate,Relationship,59925.0,1,766,0,23,69,576,1
1073,Post Graduate,Relationship,39722.0,1,47,0,7,71,125,2
1074,Post Graduate,Relationship,46610.0,0,467,0,14,66,346,4
1075,Post Graduate,Relationship,88347.0,0,2116,1,21,63,361,3
1076,Post Graduate,Relationship,87171.0,0,1298,2,25,43,424,3
1077,Post Graduate,Relationship,26907.0,2,22,0,6,48,313,0
1078,Post Graduate,Single,50014.0,1,396,0,15,56,158,2
1079,Post Graduate,Relationship,41014.0,1,20,0,4,46,433,0
1080,Post Graduate,Single,66294.0,0,967,0,13,59,104,4
1081,Post Graduate,Relationship,36715.0,1,357,0,19,53,589,1
1082,Post Graduate,Relationship,79456.0,0,1401,0,16,68,676,1
1083,Post Graduate,Relationship,40479.0,1,15,0,4,42,316,0
1084,Post Graduate,Single,75345.0,0,2087,1,20,54,512,3
1085,Post Graduate,Relationship,54233.0,1,981,0,26,47,510,1
1086,Post Graduate,Single,24163.0,2,17,0,6,54,260,2
1087,Post Graduate,Relationship,84460.0,0,523,4,22,66,541,3
1088,Post Graduate,Relationship,43776.0,1,23,0,4,41,57,0
1089,Post Graduate,Single,71691.0,0,1192,0,17,66,104,4
1090,Post Graduate,Relationship,85844.0,0,1958,1,20,51,31,3
1091,Post Graduate,Single,39190.0,1,133,0,9,50,64,2
1092,Post Graduate,Relationship,71367.0,0,777,0,17,65,310,4
1093,Post Graduate,Single,38578.0,2,73,0,9,52,372,2
1094,Post Graduate,Relationship,57236.0,2,121,0,10,59,109,2
1095,Post Graduate,Single,61825.0,1,424,0,15,45,326,0
1096,Post Graduate,Single,79803.0,1,868,0,13,66,27,4
1097,Post Graduate,Single,80910.0,0,756,0,15,38,606,1
1098,Post Graduate,Relationship,27590.0,1,12,0,4,42,432,0
1099,Post Graduate,Relationship,56775.0,1,937,0,25,45,543,1
1100,Post Graduate,Single,83829.0,0,1862,3,17,49,264,3
1101,Post Graduate,Relationship,54210.0,1,367,0,14,45,405,0
1102,Post Graduate,Relationship,38508.0,1,443,0,20,38,331,0
1103,Post Graduate,Relationship,53187.0,1,267,0,13,54,246,2
1104,Post Graduate,Relationship,30023.0,1,61,0,6,52,97,2
1105,Post Graduate,Single,76045.0,0,1323,1,21,64,226,4
1106,Post Graduate,Relationship,50870.0,1,63,0,6,72,10,2
1107,Post Graduate,Relationship,15315.0,0,64,0,8,54,330,0
1108,Post Graduate,Relationship,65463.0,1,562,1,19,50,150,4
1109,Post Graduate,Relationship,66480.0,2,312,0,19,59,29,2
1110,Post Graduate,Single,76773.0,0,1156,0,16,70,489,1
1111,Post Graduate,Single,81698.0,0,1104,1,16,41,485,3
1112,Post Graduate,Single,54466.0,2,16,0,4,51,140,2
1113,Post Graduate,Single,98777.0,0,2008,1,19,64,132,3
1114,Post Graduate,Single,16269.0,1,44,0,9,40,303,0
1115,Post Graduate,Relationship,71819.0,1,1574,2,14,53,305,3
1116,Post Graduate,Relationship,33569.0,1,63,1,5,41,256,0
1117,Post Graduate,Relationship,36262.0,0,426,1,12,41,282,0
1118,Under Graduate,Relationship,22634.0,0,96,0,6,58,529,0
1119,Post Graduate,Relationship,47025.0,1,635,0,23,46,290,1
1120,Post Graduate,Single,70566.0,1,757,0,22,56,266,4
1121,Post Graduate,Relationship,31605.0,1,125,0,9,45,584,0
1122,Post Graduate,Single,52034.0,2,332,0,16,51,408,2
1123,Post Graduate,Single,48526.0,1,135,0,8,45,187,0
1124,Post Graduate,Relationship,46734.0,1,330,0,14,70,588,1
1125,Post Graduate,Single,39552.0,2,384,0,20,62,558,1
1126,Post Graduate,Single,86358.0,2,1722,0,18,58,690,1
1127,Post Graduate,Relationship,46931.0,3,78,0,7,47,66,2
1128,Under Graduate,Single,16581.0,0,24,0,4,39,533,0
1129,Post Graduate,Single,63998.0,0,1168,0,25,72,191,4
1130,Post Graduate,Relationship,67381.0,1,957,1,17,73,530,1
1131,Post Graduate,Single,25930.0,2,15,0,4,57,262,2
1132,Post Graduate,Relationship,42693.0,1,57,0,5,46,22,0
1133,Post Graduate,Relationship,85606.0,1,1956,1,24,48,594,3
1134,Post Graduate,Single,72903.0,0,2013,3,21,39,243,3
1135,Post Graduate,Relationship,49669.0,1,326,0,14,50,36,2
1136,Post Graduate,Relationship,36778.0,2,77,0,9,56,693,0
1137,Post Graduate,Single,85696.0,0,1313,0,20,62,422,3
1138,Post Graduate,Single,10979.0,0,30,0,8,35,38,0
1139,Post Graduate,Relationship,49678.0,1,315,0,14,63,512,1
1140,Post Graduate,Relationship,56129.0,1,660,0,22,71,374,1
1141,Post Graduate,Relationship,37155.0,1,74,0,7,35,514,0
1142,Post Graduate,Single,21282.0,1,46,0,7,46,49,0
1143,Post Graduate,Single,33419.0,1,86,0,8,62,316,2
1144,Post Graduate,Single,63285.0,0,1103,0,25,79,236,4
1145,Post Graduate,Relationship,21255.0,1,61,0,11,50,159,0
1146,Post Graduate,Relationship,42162.0,1,145,1,9,43,222,0
1147,Post Graduate,Relationship,54450.0,2,684,0,31,68,653,1
1148,Post Graduate,Relationship,57744.0,1,411,0,16,70,229,2
1149,Post Graduate,Single,26576.0,1,27,1,4,38,624,0
1150,Post Graduate,Single,57513.0,0,1060,0,27,81,358,1
1151,Post Graduate,Relationship,68142.0,1,1459,0,24,60,669,1
1152,Post Graduate,Relationship,7500.0,1,18,0,4,45,669,0
1153,Post Graduate,Relationship,83145.0,0,1833,1,26,50,645,3
1154,Post Graduate,Relationship,54197.0,1,237,0,12,64,87,2
1155,Post Graduate,Single,23091.0,2,48,0,10,61,32,2
1156,Post Graduate,Relationship,46049.0,2,515,0,26,48,343,1
1157,Post Graduate,Relationship,56715.0,0,1020,0,15,50,571,1
1158,Post Graduate,Relationship,79410.0,0,1370,0,11,63,31,4
1159,Post Graduate,Relationship,57304.0,1,1026,0,25,73,475,1
1160,Post Graduate,Relationship,44375.0,1,301,0,12,59,98,2
1161,Post Graduate,Relationship,54450.0,2,684,0,31,68,653,1
1162,Post Graduate,Relationship,59594.0,1,499,1,17,59,617,1
1163,Post Graduate,Relationship,80685.0,0,1004,0,21,30,676,3
1164,Post Graduate,Relationship,40344.0,1,218,0,12,50,259,0
1165,Post Graduate,Relationship,62710.0,1,606,0,22,52,402,1
1166,Post Graduate,Relationship,48985.0,1,75,0,6,56,359,2
1167,Post Graduate,Relationship,35322.0,3,106,0,9,56,676,2
1168,Post Graduate,Relationship,77142.0,0,990,0,17,76,396,4
1169,Post Graduate,Single,81657.0,0,1097,0,16,55,158,4
1170,Under Graduate,Relationship,14421.0,0,16,1,4,28,132,0
1171,Post Graduate,Relationship,20130.0,0,34,0,5,50,104,0
1172,Post Graduate,Relationship,74214.0,0,1711,0,16,34,672,3
1173,Post Graduate,Relationship,66726.0,2,438,1,17,67,168,4
1174,Under Graduate,Relationship,23724.0,1,75,0,7,45,537,0
1175,Post Graduate,Relationship,47353.0,1,225,0,13,64,228,2
1176,Post Graduate,Relationship,33444.0,2,18,0,4,72,603,2
1177,Post Graduate,Relationship,54386.0,1,470,0,17,43,408,0
1178,Post Graduate,Single,28510.0,2,91,0,9,43,442,0
1179,Post Graduate,Single,90638.0,0,2525,1,18,33,136,3
1180,Post Graduate,Relationship,48070.0,1,504,0,19,74,532,1
1181,Post Graduate,Relationship,43140.0,1,235,0,11,67,540,2
1182,Post Graduate,Single,54959.0,1,1232,1,21,63,526,1
1183,Under Graduate,Single,15056.0,2,88,0,12,66,422,2
1184,Post Graduate,Single,26954.0,1,17,0,4,53,52,2
1185,Post Graduate,Single,22327.0,1,24,0,5,39,331,0
1186,Post Graduate,Relationship,44393.0,2,60,0,7,59,311,2
1187,Post Graduate,Single,62000.0,1,1020,1,26,72,308,4
1188,Post Graduate,Relationship,31497.0,1,155,0,10,62,570,2
1189,Post Graduate,Relationship,45894.0,2,51,0,5,50,122,2
1190,Post Graduate,Single,78579.0,0,1812,0,16,54,554,3
1191,Post Graduate,Single,67369.0,1,1461,2,25,55,589,3
1192,Post Graduate,Single,58401.0,1,96,0,6,64,70,2
1193,Post Graduate,Single,62307.0,1,160,0,9,72,132,2
1194,Post Graduate,Relationship,43641.0,2,139,0,10,55,433,2
1195,Post Graduate,Single,63841.0,1,908,0,22,56,434,1
1196,Post Graduate,Relationship,46891.0,1,183,0,8,59,301,2
1197,Post Graduate,Relationship,70091.0,1,1161,1,19,55,455,1
1198,Post Graduate,Relationship,78075.0,0,988,0,14,52,85,4
1199,Post Graduate,Single,59184.0,1,1072,0,27,63,658,1
1200,Post Graduate,Relationship,54809.0,2,174,0,12,47,291,2
1201,Post Graduate,Relationship,58113.0,1,758,0,22,65,520,1
1202,Post Graduate,Relationship,51412.0,1,195,0,11,66,180,2
1203,Post Graduate,Single,15287.0,1,31,1,6,45,627,0
1204,Post Graduate,Relationship,66636.0,0,1084,0,17,67,316,4
1205,Post Graduate,Relationship,50965.0,1,685,1,22,68,494,1
1206,Post Graduate,Relationship,84618.0,0,1672,1,26,59,219,3
1207,Post Graduate,Relationship,18351.0,0,43,0,6,34,243,0
1208,Post Graduate,Relationship,40451.0,2,49,1,5,67,133,2
1209,Post Graduate,Relationship,36317.0,1,133,0,9,59,403,2
1210,Post Graduate,Relationship,42213.0,1,363,1,15,67,260,4
1211,Post Graduate,Relationship,65748.0,1,545,0,18,69,440,1
1212,Post Graduate,Relationship,77044.0,1,1065,1,31,52,245,4
1213,Post Graduate,Relationship,74918.0,0,2047,1,21,55,474,3
1214,Post Graduate,Relationship,56721.0,2,296,0,15,52,606,1
1215,Post Graduate,Single,42160.0,2,140,0,11,49,366,2
1216,Post Graduate,Single,61559.0,1,530,0,17,59,347,1
1217,Post Graduate,Relationship,33629.0,2,152,0,13,61,690,2
1218,Post Graduate,Relationship,68682.0,0,1598,0,24,33,266,3
1219,Post Graduate,Single,34377.0,1,114,0,8,61,526,2
1220,Under Graduate,Single,8940.0,1,101,0,10,38,676,0
1221,Post Graduate,Relationship,26228.0,1,25,0,4,51,280,0
1222,Post Graduate,Single,77297.0,0,789,1,22,67,519,1
1223,Post Graduate,Relationship,40211.0,2,87,1,7,43,334,0
1224,Post Graduate,Single,33438.0,2,90,0,11,66,280,2
1225,Post Graduate,Relationship,75032.0,1,1215,0,20,65,427,1
1226,Post Graduate,Single,61284.0,0,811,1,22,69,260,4
1227,Post Graduate,Relationship,22518.0,1,61,1,7,38,615,0
1228,Post Graduate,Relationship,54730.0,1,405,0,18,49,318,1
1229,Post Graduate,Relationship,38452.0,2,72,0,9,69,91,2
1230,Post Graduate,Single,44421.0,2,189,0,14,53,499,2
1231,Post Graduate,Relationship,38197.0,1,40,0,5,38,365,0
1232,Post Graduate,Single,41986.0,1,63,0,10,46,140,0
1233,Post Graduate,Relationship,28427.0,1,52,0,7,41,465,0
1234,Post Graduate,Relationship,37395.0,1,39,0,5,48,58,0
1235,Post Graduate,Relationship,64722.0,1,805,0,25,53,34,4
1236,Post Graduate,Relationship,55249.0,1,130,0,8,68,73,2
1237,Post Graduate,Relationship,84906.0,0,1631,3,24,52,268,3
1238,Post Graduate,Relationship,28691.0,1,34,0,5,35,360,0
1239,Post Graduate,Single,44213.0,2,152,0,12,72,212,2
1240,Under Graduate,Single,25707.0,1,21,0,5,40,162,0
1241,Post Graduate,Relationship,59062.0,3,71,0,7,57,269,2
1242,Post Graduate,Single,76624.0,1,899,1,23,62,36,4
1243,Post Graduate,Relationship,66000.0,0,711,0,10,77,70,4
1244,Post Graduate,Relationship,27683.0,1,351,0,16,46,694,0
1245,Post Graduate,Single,1730.0,0,8,0,15,53,42,0
1246,Under Graduate,Single,7500.0,1,119,0,11,32,573,0
1247,Post Graduate,Relationship,40521.0,2,21,0,4,56,450,2
1248,Post Graduate,Relationship,20427.0,1,10,0,4,51,97,0
1249,Post Graduate,Relationship,65106.0,1,973,1,27,49,36,4
1250,Post Graduate,Relationship,69969.0,0,1536,2,13,59,306,3
1251,Post Graduate,Relationship,67433.0,2,992,1,28,72,348,4
1252,Post Graduate,Relationship,77766.0,1,1529,1,34,57,492,3
1253,Post Graduate,Relationship,74716.0,1,860,0,17,52,290,4
1254,Post Graduate,Single,68118.0,1,928,0,23,61,254,4
1255,Post Graduate,Relationship,55158.0,2,418,0,18,54,699,1
1256,Post Graduate,Relationship,62972.0,1,587,0,16,69,695,1
1257,Post Graduate,Relationship,74190.0,1,641,0,19,49,48,4
1258,Post Graduate,Relationship,39356.0,2,23,1,4,48,102,2
1259,Post Graduate,Relationship,76653.0,0,2279,2,23,55,317,3
1260,Post Graduate,Single,35860.0,2,49,1,6,51,41,2
1261,Post Graduate,Single,90687.0,0,1779,1,17,41,403,3
1262,Post Graduate,Relationship,73450.0,0,1804,2,27,42,206,3
1263,Post Graduate,Relationship,31454.0,2,48,0,8,64,358,2
1264,Post Graduate,Single,47139.0,2,83,0,7,72,115,2
1265,Post Graduate,Single,83829.0,0,1862,3,17,49,264,3
1266,Post Graduate,Relationship,53378.0,2,793,0,29,61,643,1
1267,Post Graduate,Relationship,19656.0,1,84,0,9,54,506,0
1268,Post Graduate,Relationship,45579.0,1,183,0,10,76,313,2
1269,Post Graduate,Single,85485.0,0,1383,0,19,66,8,4
1270,Post Graduate,Relationship,55956.0,0,999,1,16,80,83,4
1271,Post Graduate,Single,64191.0,1,825,0,24,61,523,1
1272,Post Graduate,Single,38808.0,1,246,1,14,52,672,1
1273,Post Graduate,Relationship,57183.0,2,610,0,25,58,467,1
1274,Post Graduate,Single,23748.0,1,76,0,9,56,585,0
1275,Post Graduate,Relationship,66303.0,1,1286,1,22,53,488,1
1276,Post Graduate,Relationship,37368.0,1,30,1,4,49,195,0
1277,Post Graduate,Relationship,40800.0,3,99,0,8,60,544,2
1278,Post Graduate,Single,71847.0,0,1192,1,22,46,646,3
1279,Post Graduate,Relationship,46149.0,1,362,0,18,49,212,2
